transaction_id,customer_id,transaction_date,transaction_time,merchant,transaction_amount,location,payment_method,account_age_days,fraud_flag
T003923,C0020,2026-02-04,23:21,Amazon,245.29,Marietta GA,Debit Card,1054,0
T003924,C0091,2026-02-16,07:46,Target,8.45,Miami FL,Debit Card,248,0
T003925,C0073,2026-01-04,10:22,Best Buy,336.31,Savannah GA,Debit Card,180,0
T003926,C0074,2026-01-20,23:46,Starbucks,424.95,Atlanta GA,Credit Card,1506,0
T003927,C0046,2026-03-14,20:53,Starbucks,353.99,Marietta GA,Credit Card,37,0
T003928,C0035,2026-03-16,16:32,CVS,378.21,Charlotte NC,Credit Card,360,0
T003929,C0076,2026-01-16,08:27,Target,457.67,Jonesboro GA,Debit Card,1755,0
T003930,C0028,2026-03-18,11:01,CVS,46.22,Charlotte NC,Debit Card,1881,0
T003931,C0060,2026-01-15,15:58,Publix,349.52,Savannah GA,Debit Card,405,0
T003932,C0039,2026-01-21,18:08,Home Depot,293.5,Savannah GA,Credit Card,738,0
T003933,C0077,2026-01-23,15:41,Target,348.08,Miami FL,Credit Card,1207,0
T003934,C0061,2026-03-01,21:10,PetSmart,355.6,Marietta GA,Debit Card,1836,0
T003935,C0097,2026-01-26,16:55,Shell,319.5,Jonesboro GA,Credit Card,653,0
T003936,C0080,2026-02-18,17:30,PetSmart,86.57,Miami FL,Debit Card,255,0
T003937,C0044,2026-03-08,07:53,Best Buy,115.29,Charlotte NC,Debit Card,350,0
T003938,C0079,2026-03-10,06:41,CVS,138.75,Atlanta GA,Credit Card,637,0
T003939,C0017,2026-03-22,06:46,Shell,480.7,Savannah GA,Debit Card,132,0
T003940,C0073,2026-02-15,21:14,Shell,212.38,Atlanta GA,Credit Card,1008,0
T003941,C0054,2026-03-30,10:08,Starbucks,205.73,Jonesboro GA,Credit Card,779,0
T003942,C0034,2026-03-18,13:03,CVS,114.31,Marietta GA,Credit Card,1249,0
T003943,C0098,2026-03-22,07:58,Target,461.86,Charlotte NC,Debit Card,235,0
T003944,C0087,2026-01-15,20:11,Publix,124.65,Marietta GA,Debit Card,1708,0
T003945,C0024,2026-02-12,19:36,Best Buy,133.02,Jonesboro GA,Credit Card,1643,0
T003946,C0002,2026-01-17,13:13,Walmart,263.24,Charlotte NC,Credit Card,705,0
T003947,C0079,2026-02-09,11:10,Home Depot,226.95,Charlotte NC,Debit Card,1208,0
T003948,C0069,2026-03-29,19:58,Amazon,310.15,Charlotte NC,Debit Card,1450,0
T003949,C0062,2026-03-18,06:50,PetSmart,128.35,Atlanta GA,Debit Card,375,0
T003950,C0022,2026-01-31,18:20,Best Buy,235.16,Marietta GA,Debit Card,51,0
T003951,C0006,2026-03-23,07:27,Amazon,289.45,Marietta GA,Credit Card,645,0
T003952,C0059,2026-02-27,22:31,Best Buy,154.05,Atlanta GA,Debit Card,540,0
T003953,C0095,2026-01-07,15:11,Publix,331.04,Jonesboro GA,Debit Card,1343,0
T003954,C0032,2026-01-08,19:28,Target,301.35,Savannah GA,Debit Card,1976,0
T003955,C0047,2026-02-09,13:43,Shell,312.88,Miami FL,Credit Card,1206,0
T003956,C0052,2026-01-28,11:50,CVS,163.14,Atlanta GA,Debit Card,1440,0
T003957,C0045,2026-01-29,16:29,Starbucks,281.18,Miami FL,Debit Card,435,0
T003958,C0032,2026-03-03,13:17,Home Depot,126.91,Atlanta GA,Credit Card,727,0
T003959,C0032,2026-02-24,15:06,Amazon,492.95,Atlanta GA,Credit Card,1760,0
T003960,C0023,2026-01-03,23:23,Starbucks,467.04,Jonesboro GA,Debit Card,420,0
T003961,C0092,2026-02-14,07:20,PetSmart,124.66,Marietta GA,Credit Card,1905,0
T003962,C0010,2026-01-17,16:06,Best Buy,128.03,Atlanta GA,Credit Card,1707,0
T003963,C0004,2026-02-15,16:34,PetSmart,185.99,Charlotte NC,Credit Card,1789,0
T003964,C0064,2026-03-31,07:17,Walmart,318.85,Miami FL,Debit Card,341,0
T003965,C0020,2026-01-11,11:23,Shell,156.25,Jonesboro GA,Debit Card,1695,0
T003966,C0048,2026-01-05,21:49,Target,120.12,Marietta GA,Debit Card,1088,0
T003967,C0010,2026-02-14,06:22,CVS,412.04,Atlanta GA,Credit Card,1495,0
T003968,C0096,2026-02-02,08:39,Amazon,307.56,Charlotte NC,Debit Card,1490,0
T003969,C0061,2026-02-10,17:31,Target,429.87,Jonesboro GA,Debit Card,1974,0
T003970,C0016,2026-03-07,10:17,Best Buy,90.97,Savannah GA,Credit Card,868,0
T003971,C0032,2026-01-18,08:42,Walmart,373.77,Savannah GA,Credit Card,1401,0
T003972,C0069,2026-01-17,06:55,Publix,122.54,Charlotte NC,Debit Card,1625,0
T003973,C0001,2026-02-07,10:03,PetSmart,159.77,Savannah GA,Credit Card,673,0
T003974,C0078,2026-02-15,19:38,Home Depot,252.98,Charlotte NC,Debit Card,942,0
T003975,C0059,2026-03-30,19:01,Target,344.49,Jonesboro GA,Credit Card,1899,0
T003976,C0065,2026-01-11,15:48,Walmart,59.11,Charlotte NC,Credit Card,1574,0
T003977,C0054,2026-03-04,22:33,Target,301.95,Atlanta GA,Credit Card,1055,0
T003978,C0072,2026-02-20,09:24,Target,23.94,Miami FL,Credit Card,1951,0
T003979,C0032,2026-03-07,21:45,Home Depot,206.78,Miami FL,Credit Card,1127,0
T003980,C0094,2026-03-18,07:22,Publix,466.64,Atlanta GA,Debit Card,1315,0
T003981,C0005,2026-03-13,23:48,CVS,496.66,Savannah GA,Debit Card,358,0
T003982,C0049,2026-01-20,21:10,PetSmart,10.96,Marietta GA,Credit Card,1717,0
T003983,C0001,2026-03-22,12:29,Home Depot,226.48,Atlanta GA,Debit Card,461,0
T003984,C0046,2026-01-29,06:34,Best Buy,235.72,Jonesboro GA,Credit Card,484,0
T003985,C0007,2026-03-08,17:06,Best Buy,476.39,Miami FL,Debit Card,1343,0
T003986,C0033,2026-01-11,14:24,Publix,208.77,Jonesboro GA,Credit Card,1014,0
T003987,C0034,2026-03-07,19:28,CVS,192.56,Atlanta GA,Debit Card,793,0
T003988,C0009,2026-01-11,19:19,Home Depot,447.14,Jonesboro GA,Debit Card,755,0
T003989,C0056,2026-01-27,15:15,Walmart,411.41,Jonesboro GA,Debit Card,1926,0
T003990,C0097,2026-03-25,20:13,Target,458.47,Miami FL,Credit Card,1235,0
T003991,C0019,2026-03-09,17:27,Walmart,71.68,Charlotte NC,Credit Card,708,0
T003992,C0098,2026-03-03,13:01,Amazon,353.24,Marietta GA,Debit Card,1416,0
T003993,C0026,2026-03-03,09:37,Target,345.32,Savannah GA,Debit Card,1633,0
T003994,C0021,2026-03-03,10:00,Best Buy,145.17,Atlanta GA,Debit Card,1775,0
T003995,C0014,2026-02-17,15:21,Starbucks,73.56,Jonesboro GA,Credit Card,687,0
T003996,C0004,2026-01-05,22:47,Walmart,296.98,Jonesboro GA,Debit Card,1504,0
T003997,C0005,2026-03-05,18:40,CVS,286.17,Miami FL,Credit Card,968,0
T003998,C0031,2026-02-18,09:25,Home Depot,71.88,Miami FL,Debit Card,469,0
T003999,C0002,2026-03-27,07:01,Amazon,265.45,Jonesboro GA,Credit Card,91,0
T004000,C0075,2026-03-20,15:39,Target,159.87,Jonesboro GA,Credit Card,1948,0
T004001,C0029,2026-03-14,19:20,Walmart,57.65,Savannah GA,Debit Card,585,0
T004002,C0053,2026-02-15,09:33,Best Buy,348.13,Marietta GA,Debit Card,1270,0
T004003,C0049,2026-02-11,18:03,Starbucks,81.83,Marietta GA,Debit Card,38,0
T004004,C0022,2026-02-06,07:23,Starbucks,69.17,Marietta GA,Credit Card,812,0
T004005,C0096,2026-01-11,17:33,PetSmart,96.3,Savannah GA,Credit Card,1184,0
T004006,C0095,2026-03-22,11:49,Walmart,461.9,Jonesboro GA,Credit Card,1795,0
T004007,C0065,2026-02-25,07:45,Walmart,209.34,Jonesboro GA,Credit Card,1140,0
T004008,C0015,2026-03-12,15:49,Starbucks,246.46,Marietta GA,Credit Card,594,0
T004009,C0063,2026-02-23,08:20,CVS,400.83,Atlanta GA,Debit Card,317,0
T004010,C0061,2026-02-06,15:19,Best Buy,415.42,Miami FL,Debit Card,348,0
T004011,C0002,2026-01-20,14:34,Starbucks,348.57,Marietta GA,Debit Card,1144,0
T004012,C0051,2026-03-01,13:29,Amazon,125.94,Charlotte NC,Credit Card,187,0
T004013,C0039,2026-01-15,23:02,Publix,471.8,Atlanta GA,Credit Card,1454,0
T004014,C0020,2026-01-16,14:50,Best Buy,317.49,Charlotte NC,Debit Card,278,0
T004015,C0078,2026-01-11,06:16,Amazon,8.17,Charlotte NC,Debit Card,960,0
T004016,C0012,2026-03-16,10:46,Home Depot,416.26,Miami FL,Credit Card,675,0
T004017,C0049,2026-02-22,23:35,CVS,364.51,Marietta GA,Debit Card,1400,0
T004018,C0100,2026-01-29,14:05,Amazon,484.57,Jonesboro GA,Credit Card,605,0
T004019,C0012,2026-03-13,09:19,Amazon,59.88,Atlanta GA,Credit Card,49,0
T004020,C0044,2026-03-23,09:28,Target,82.5,Charlotte NC,Credit Card,1819,0
T004021,C0076,2026-03-06,17:26,Walmart,227.97,Jonesboro GA,Debit Card,32,0
T004022,C0074,2026-02-07,22:29,Shell,229.35,Atlanta GA,Debit Card,1108,0
T004023,C0028,2026-02-15,18:17,Target,56.76,Atlanta GA,Credit Card,674,0
T004024,C0061,2026-03-02,14:50,Starbucks,167.42,Marietta GA,Debit Card,141,0
T004025,C0059,2026-02-27,14:16,Shell,111.32,Atlanta GA,Credit Card,1296,0
T004026,C0081,2026-01-30,13:38,CVS,6.84,Miami FL,Debit Card,248,0
T004027,C0091,2026-03-22,18:19,Amazon,49.04,Savannah GA,Debit Card,175,0
T004028,C0001,2026-02-27,17:14,Best Buy,88.08,Atlanta GA,Credit Card,1955,0
T004029,C0009,2026-02-20,13:05,Home Depot,247.01,Atlanta GA,Debit Card,1433,0
T004030,C0005,2026-02-07,19:50,Target,323.78,Atlanta GA,Debit Card,223,0
T004031,C0022,2026-02-06,06:03,Publix,23.54,Marietta GA,Debit Card,605,0
T004032,C0057,2026-02-08,23:24,Shell,234.62,Miami FL,Debit Card,1616,0
T004033,C0082,2026-03-08,08:29,CVS,256.84,Miami FL,Debit Card,54,0
T004034,C0084,2026-01-07,20:51,Amazon,17.55,Savannah GA,Credit Card,989,0
T004035,C0001,2026-01-29,21:20,Target,475.09,Savannah GA,Debit Card,1205,0
T004036,C0040,2026-01-05,20:33,CVS,408.86,Marietta GA,Credit Card,241,0
T004037,C0015,2026-02-24,07:02,Target,289.0,Savannah GA,Credit Card,599,0
T004038,C0079,2026-02-07,08:51,Walmart,137.68,Marietta GA,Credit Card,760,0
T004039,C0043,2026-01-30,13:42,CVS,143.26,Savannah GA,Debit Card,1385,0
T004040,C0067,2026-02-13,17:10,Shell,492.54,Charlotte NC,Debit Card,498,0
T004041,C0073,2026-01-30,17:15,Target,410.18,Savannah GA,Credit Card,1887,0
T004042,C0001,2026-02-21,17:13,Walmart,195.44,Jonesboro GA,Credit Card,1503,0
T004043,C0050,2026-02-28,13:06,Target,325.56,Charlotte NC,Debit Card,960,0
T004044,C0028,2026-01-20,14:32,CVS,348.76,Jonesboro GA,Debit Card,1044,0
T004045,C0092,2026-02-18,16:42,Starbucks,423.67,Marietta GA,Debit Card,528,0
T004046,C0080,2026-03-26,08:16,Starbucks,278.94,Savannah GA,Debit Card,1466,0
T004047,C0011,2026-03-03,18:28,Amazon,396.56,Jonesboro GA,Credit Card,1949,0
T004048,C0005,2026-03-24,09:30,Best Buy,185.1,Atlanta GA,Debit Card,1817,0
T004049,C0030,2026-01-16,18:08,Publix,63.63,Savannah GA,Credit Card,724,0
T004050,C0004,2026-02-17,14:25,Best Buy,467.56,Charlotte NC,Credit Card,649,0
T004051,C0052,2026-02-07,16:23,Amazon,12.71,Miami FL,Debit Card,1025,0
T004052,C0001,2026-01-17,21:44,Amazon,129.02,Miami FL,Credit Card,1750,0
T004053,C0013,2026-03-16,10:23,Home Depot,477.11,Savannah GA,Debit Card,689,0
T004054,C0017,2026-03-21,11:24,CVS,167.99,Charlotte NC,Credit Card,139,0
T004055,C0001,2026-01-15,07:05,Walmart,392.97,Charlotte NC,Credit Card,1705,0
T004056,C0042,2026-03-16,20:12,Best Buy,39.85,Atlanta GA,Debit Card,1180,0
T004057,C0034,2026-01-12,13:00,Shell,73.96,Charlotte NC,Credit Card,126,0
T004058,C0087,2026-01-25,22:54,Home Depot,329.3,Miami FL,Credit Card,650,0
T004059,C0086,2026-03-29,23:54,Best Buy,383.26,Miami FL,Credit Card,859,0
T004060,C0062,2026-02-03,14:33,Starbucks,41.42,Marietta GA,Credit Card,285,0
T004061,C0064,2026-02-22,17:20,PetSmart,315.92,Charlotte NC,Credit Card,1514,0
T004062,C0054,2026-01-10,22:35,Target,67.59,Miami FL,Credit Card,308,0
T004063,C0018,2026-03-09,18:52,Walmart,376.57,Savannah GA,Credit Card,618,0
T004064,C0016,2026-03-22,13:53,PetSmart,320.85,Savannah GA,Credit Card,89,0
T004065,C0020,2026-03-30,19:38,Amazon,383.47,Savannah GA,Debit Card,518,0
T004066,C0055,2026-03-20,08:26,Home Depot,456.97,Marietta GA,Debit Card,1765,0
T004067,C0060,2026-01-19,13:50,Best Buy,419.12,Jonesboro GA,Credit Card,1212,0
T004068,C0086,2026-02-13,10:50,Target,331.0,Charlotte NC,Credit Card,1872,0
T004069,C0069,2026-01-14,11:24,Starbucks,403.5,Charlotte NC,Debit Card,1848,0
T004070,C0078,2026-03-21,16:54,Amazon,304.48,Savannah GA,Debit Card,1791,0
T004071,C0022,2026-02-23,14:16,Starbucks,453.96,Jonesboro GA,Credit Card,647,0
T004072,C0088,2026-03-22,19:49,Home Depot,401.71,Jonesboro GA,Credit Card,1470,0
T004073,C0094,2026-01-15,08:19,Home Depot,436.69,Savannah GA,Credit Card,1633,0
T004074,C0029,2026-03-19,22:01,Amazon,132.46,Atlanta GA,Debit Card,686,0
T004075,C0072,2026-02-10,17:38,PetSmart,421.25,Savannah GA,Credit Card,1412,0
T004076,C0085,2026-01-22,21:33,Walmart,350.81,Charlotte NC,Debit Card,1010,0
T004077,C0079,2026-03-30,10:01,Walmart,290.68,Marietta GA,Debit Card,1490,0
T004078,C0094,2026-01-15,19:11,Shell,236.64,Savannah GA,Credit Card,1845,0
T004079,C0093,2026-01-25,16:32,Best Buy,112.1,Savannah GA,Credit Card,638,0
T004080,C0010,2026-02-14,21:29,Home Depot,313.13,Atlanta GA,Credit Card,1606,0
T004081,C0030,2026-02-15,21:54,PetSmart,302.81,Miami FL,Credit Card,1215,0
T004082,C0041,2026-02-27,14:43,Publix,131.15,Atlanta GA,Credit Card,204,0
T004083,C0010,2026-02-28,06:13,Target,493.88,Savannah GA,Credit Card,1485,0
T004084,C0068,2026-03-25,20:55,Best Buy,199.51,Marietta GA,Debit Card,912,0
T004085,C0014,2026-02-07,11:13,Target,474.3,Marietta GA,Debit Card,455,0
T004086,C0004,2026-02-01,07:47,Walmart,183.94,Miami FL,Credit Card,1970,0
T004087,C0066,2026-03-23,23:08,Starbucks,316.0,Miami FL,Credit Card,1077,0
T004088,C0060,2026-03-02,22:33,Amazon,24.46,Marietta GA,Credit Card,445,0
T004089,C0011,2026-02-24,17:48,Starbucks,118.62,Charlotte NC,Debit Card,1913,0
T004090,C0038,2026-03-02,10:00,Home Depot,96.03,Jonesboro GA,Credit Card,161,0
T004091,C0079,2026-03-02,14:53,PetSmart,73.17,Atlanta GA,Debit Card,1409,0
T004092,C0009,2026-03-31,19:48,Best Buy,247.58,Charlotte NC,Credit Card,1848,0
T004093,C0027,2026-02-11,17:21,Best Buy,82.72,Jonesboro GA,Credit Card,217,0
T004094,C0088,2026-01-05,22:07,Walmart,443.08,Atlanta GA,Debit Card,1296,0
T004095,C0039,2026-01-23,12:44,Home Depot,68.77,Jonesboro GA,Credit Card,127,0
T004096,C0002,2026-01-18,10:15,Amazon,498.04,Savannah GA,Credit Card,689,0
T004097,C0005,2026-01-25,14:43,Starbucks,6.4,Charlotte NC,Credit Card,321,0
T004098,C0082,2026-01-27,09:27,Shell,168.79,Marietta GA,Debit Card,1601,0
T004099,C0074,2026-01-15,19:45,Starbucks,432.91,Miami FL,Credit Card,841,0
T004100,C0029,2026-03-13,21:46,Target,308.05,Savannah GA,Debit Card,1414,0
T004101,C0040,2026-02-02,17:17,Walmart,429.77,Marietta GA,Credit Card,1893,0
T004102,C0033,2026-02-20,14:37,Target,54.3,Atlanta GA,Debit Card,980,0
T004103,C0001,2026-02-12,23:01,Walmart,148.62,Charlotte NC,Debit Card,234,0
T004104,C0043,2026-03-16,19:53,Target,153.17,Savannah GA,Debit Card,1449,0
T004105,C0022,2026-01-16,17:00,Home Depot,151.38,Atlanta GA,Credit Card,680,0
T004106,C0003,2026-01-25,09:21,CVS,53.86,Savannah GA,Debit Card,1743,0
T004107,C0021,2026-03-31,11:08,Publix,350.57,Jonesboro GA,Credit Card,1383,0
T004108,C0071,2026-03-24,20:40,Walmart,492.13,Jonesboro GA,Credit Card,652,0
T004109,C0031,2026-02-09,21:25,Publix,477.55,Jonesboro GA,Credit Card,387,0
T004110,C0044,2026-01-14,08:07,Amazon,28.13,Miami FL,Debit Card,1903,0
T004111,C0043,2026-02-25,11:29,Starbucks,255.74,Jonesboro GA,Debit Card,942,0
T004112,C0091,2026-01-29,08:28,Home Depot,203.92,Miami FL,Credit Card,595,0
T004113,C0069,2026-02-15,23:57,CVS,14.84,Atlanta GA,Credit Card,1663,0
T004114,C0065,2026-03-11,19:04,Walmart,63.28,Charlotte NC,Debit Card,1666,0
T004115,C0040,2026-03-31,16:44,Starbucks,187.15,Marietta GA,Credit Card,1603,0
T004116,C0038,2026-02-15,19:28,Publix,27.37,Miami FL,Credit Card,687,0
T004117,C0057,2026-01-25,20:37,PetSmart,57.95,Miami FL,Credit Card,1663,0
T004118,C0071,2026-03-01,19:09,Amazon,380.51,Atlanta GA,Debit Card,935,0
T004119,C0033,2026-02-19,06:35,Publix,48.44,Charlotte NC,Credit Card,1197,0
T004120,C0046,2026-01-05,09:56,Home Depot,456.22,Miami FL,Debit Card,743,0
T004121,C0085,2026-01-26,18:45,Starbucks,389.41,Marietta GA,Credit Card,1098,0
T004122,C0077,2026-01-26,14:29,Best Buy,458.13,Atlanta GA,Credit Card,916,0
T004123,C0088,2026-03-05,14:24,Target,8.48,Marietta GA,Credit Card,1878,0
T004124,C0014,2026-03-15,21:36,Target,366.61,Charlotte NC,Credit Card,1840,0
T004125,C0077,2026-02-12,18:59,Starbucks,318.53,Savannah GA,Credit Card,129,0
T004126,C0029,2026-03-08,17:56,Amazon,375.34,Miami FL,Debit Card,1727,0
T004127,C0019,2026-01-14,23:49,Home Depot,258.7,Jonesboro GA,Debit Card,1600,0
T004128,C0034,2026-02-01,07:45,Amazon,200.98,Miami FL,Debit Card,1892,0
T004129,C0073,2026-03-05,15:39,Walmart,237.78,Charlotte NC,Credit Card,1222,0
T004130,C0079,2026-03-24,14:55,Shell,233.96,Jonesboro GA,Debit Card,1668,0
T004131,C0040,2026-03-16,11:47,Shell,228.69,Atlanta GA,Credit Card,902,0
T004132,C0018,2026-01-30,15:49,Best Buy,145.98,Charlotte NC,Debit Card,955,0
T004133,C0046,2026-02-03,13:21,CVS,20.34,Atlanta GA,Debit Card,1217,0
T004134,C0084,2026-03-23,07:29,Home Depot,477.63,Marietta GA,Debit Card,1693,0
T004135,C0078,2026-02-10,20:32,CVS,255.61,Savannah GA,Debit Card,1578,0
T004136,C0029,2026-03-12,08:24,PetSmart,334.67,Jonesboro GA,Debit Card,1006,0
T004137,C0068,2026-03-04,12:03,Shell,340.21,Marietta GA,Debit Card,936,0
T004138,C0084,2026-02-19,09:56,Target,235.52,Charlotte NC,Debit Card,1916,0
T004139,C0088,2026-01-01,21:32,Amazon,322.75,Jonesboro GA,Credit Card,1124,0
T004140,C0028,2026-01-26,22:20,Best Buy,78.56,Miami FL,Credit Card,608,0
T004141,C0002,2026-03-19,16:08,Amazon,292.91,Marietta GA,Debit Card,1983,0
T004142,C0071,2026-01-29,08:48,Publix,365.38,Charlotte NC,Credit Card,2000,0
T004143,C0018,2026-01-31,16:44,Best Buy,83.52,Jonesboro GA,Credit Card,1404,0
T004144,C0091,2026-01-20,14:38,Publix,313.42,Atlanta GA,Debit Card,1443,0
T004145,C0007,2026-03-03,21:04,Amazon,126.61,Marietta GA,Credit Card,628,0
T004146,C0055,2026-02-15,16:23,CVS,294.65,Jonesboro GA,Credit Card,735,0
T004147,C0089,2026-02-22,09:30,PetSmart,23.19,Atlanta GA,Credit Card,545,0
T004148,C0010,2026-02-16,14:51,Amazon,136.41,Savannah GA,Debit Card,992,0
T004149,C0051,2026-02-01,08:40,Target,277.75,Marietta GA,Credit Card,332,0
T004150,C0062,2026-02-21,09:57,Walmart,19.68,Savannah GA,Debit Card,345,0
T004151,C0022,2026-03-22,06:23,Starbucks,329.83,Miami FL,Credit Card,820,0
T004152,C0038,2026-01-01,14:23,Shell,127.92,Savannah GA,Debit Card,787,0
T004153,C0042,2026-02-22,12:45,Publix,30.27,Miami FL,Debit Card,711,0
T004154,C0055,2026-03-10,15:59,Walmart,246.21,Savannah GA,Debit Card,1655,0
T004155,C0028,2026-01-25,07:16,Amazon,246.64,Charlotte NC,Credit Card,1419,0
T004156,C0053,2026-02-01,18:36,Walmart,348.67,Atlanta GA,Credit Card,802,0
T004157,C0093,2026-03-29,11:09,Starbucks,95.95,Savannah GA,Credit Card,157,0
T004158,C0073,2026-02-21,09:29,PetSmart,339.88,Jonesboro GA,Debit Card,1613,0
T004159,C0078,2026-01-09,16:43,Walmart,16.76,Savannah GA,Debit Card,250,0
T004160,C0023,2026-01-27,14:19,Walmart,294.09,Atlanta GA,Credit Card,1282,0
T004161,C0005,2026-01-15,18:11,PetSmart,447.55,Savannah GA,Debit Card,1521,0
T004162,C0010,2026-03-29,13:37,Home Depot,344.5,Charlotte NC,Credit Card,1534,0
T004163,C0082,2026-02-18,10:07,Target,291.11,Charlotte NC,Credit Card,35,0
T004164,C0044,2026-01-23,19:02,Amazon,47.09,Atlanta GA,Debit Card,1803,0
T004165,C0008,2026-03-25,20:28,Home Depot,257.9,Marietta GA,Credit Card,1563,0
T004166,C0036,2026-03-21,23:20,Starbucks,161.2,Savannah GA,Credit Card,1035,0
T004167,C0095,2026-03-12,10:03,Home Depot,395.7,Miami FL,Debit Card,849,0
T004168,C0025,2026-01-22,19:36,Starbucks,480.19,Marietta GA,Credit Card,1163,0
T004169,C0007,2026-02-16,22:37,Shell,353.33,Jonesboro GA,Debit Card,693,0
T004170,C0018,2026-03-14,19:52,Shell,11.5,Savannah GA,Debit Card,1448,0
T004171,C0003,2026-03-22,14:58,Best Buy,82.04,Jonesboro GA,Debit Card,1702,0
T004172,C0044,2026-03-12,20:44,Starbucks,112.67,Jonesboro GA,Debit Card,543,0
T004173,C0061,2026-01-01,14:26,PetSmart,11.98,Miami FL,Debit Card,681,0
T004174,C0062,2026-01-12,10:57,PetSmart,497.03,Savannah GA,Credit Card,1289,0
T004175,C0066,2026-01-20,23:19,Home Depot,476.98,Miami FL,Debit Card,347,0
T004176,C0052,2026-01-19,18:43,Home Depot,258.76,Atlanta GA,Credit Card,1503,0
T004177,C0010,2026-01-01,16:12,Best Buy,221.59,Jonesboro GA,Credit Card,1802,0
T004178,C0064,2026-02-19,18:34,Target,21.47,Charlotte NC,Debit Card,1085,0
T004179,C0002,2026-03-02,17:40,Amazon,192.11,Atlanta GA,Debit Card,161,0
T004180,C0019,2026-01-23,14:08,PetSmart,449.3,Miami FL,Credit Card,1170,0
T004181,C0088,2026-02-04,08:53,Publix,337.76,Marietta GA,Debit Card,846,0
T004182,C0003,2026-03-13,14:35,Target,488.67,Miami FL,Credit Card,70,0
T004183,C0067,2026-03-30,22:49,PetSmart,238.28,Atlanta GA,Credit Card,1512,0
T004184,C0088,2026-01-06,21:29,Best Buy,186.67,Savannah GA,Credit Card,1358,0
T004185,C0014,2026-01-29,13:27,Walmart,33.82,Savannah GA,Debit Card,1152,0
T004186,C0075,2026-02-27,10:41,Publix,300.57,Charlotte NC,Debit Card,1897,0
T004187,C0038,2026-01-09,08:02,Best Buy,167.12,Atlanta GA,Credit Card,1927,0
T004188,C0074,2026-01-14,21:35,Walmart,30.24,Atlanta GA,Debit Card,1539,0
T004189,C0047,2026-01-07,10:22,Walmart,10.85,Charlotte NC,Credit Card,1392,0
T004190,C0037,2026-03-22,13:45,CVS,344.61,Savannah GA,Credit Card,1428,0
T004191,C0080,2026-03-28,11:39,Starbucks,10.92,Atlanta GA,Credit Card,1875,0
T004192,C0061,2026-02-28,16:40,Publix,138.17,Miami FL,Debit Card,501,0
T004193,C0077,2026-02-02,11:22,Best Buy,375.34,Jonesboro GA,Debit Card,339,0
T004194,C0050,2026-01-22,07:18,CVS,336.13,Charlotte NC,Debit Card,200,0
T004195,C0052,2026-01-28,20:18,Shell,390.39,Atlanta GA,Debit Card,110,0
T004196,C0088,2026-03-20,13:55,Publix,122.99,Atlanta GA,Credit Card,939,0
T004197,C0055,2026-01-15,18:49,Best Buy,192.76,Charlotte NC,Debit Card,1908,0
T004198,C0001,2026-01-12,20:19,Home Depot,250.72,Jonesboro GA,Debit Card,1256,0
T004199,C0085,2026-02-20,22:32,Walmart,309.61,Jonesboro GA,Debit Card,191,0
T004200,C0036,2026-01-28,16:32,Shell,260.18,Miami FL,Credit Card,850,0
T004201,C0022,2026-02-26,14:16,Shell,338.55,Charlotte NC,Credit Card,707,0
T004202,C0004,2026-02-03,17:48,CVS,108.5,Miami FL,Debit Card,528,0
T004203,C0041,2026-01-15,08:44,Starbucks,53.1,Savannah GA,Credit Card,146,0
T004204,C0090,2026-02-02,19:43,Home Depot,481.27,Jonesboro GA,Credit Card,898,0
T004205,C0066,2026-01-22,08:15,CVS,300.24,Miami FL,Debit Card,761,0
T004206,C0074,2026-03-26,20:46,Best Buy,30.9,Atlanta GA,Credit Card,1452,0
T004207,C0026,2026-01-06,10:09,Shell,439.4,Charlotte NC,Credit Card,1374,0
T004208,C0054,2026-03-05,10:00,Shell,310.02,Marietta GA,Debit Card,715,0
T004209,C0043,2026-03-08,21:58,Shell,412.2,Miami FL,Credit Card,1651,0
T004210,C0071,2026-02-06,21:43,Target,484.35,Charlotte NC,Credit Card,553,0
T004211,C0078,2026-01-01,15:11,Home Depot,156.0,Jonesboro GA,Debit Card,1225,0
T004212,C0032,2026-02-02,21:50,PetSmart,361.92,Atlanta GA,Debit Card,1831,0
T004213,C0024,2026-01-24,21:21,Target,43.87,Jonesboro GA,Debit Card,1126,0
T004214,C0007,2026-01-24,19:28,Shell,312.64,Jonesboro GA,Credit Card,1800,0
T004215,C0055,2026-03-11,22:29,CVS,296.89,Miami FL,Debit Card,1956,0
T004216,C0061,2026-02-03,20:48,Publix,168.05,Jonesboro GA,Debit Card,633,0
T004217,C0009,2026-03-20,10:46,Amazon,62.2,Jonesboro GA,Credit Card,1946,0
T004218,C0075,2026-03-19,19:11,Amazon,347.17,Savannah GA,Credit Card,1454,0
T004219,C0059,2026-03-16,12:16,Publix,494.0,Charlotte NC,Credit Card,801,0
T004220,C0032,2026-02-05,22:18,Home Depot,59.89,Miami FL,Credit Card,1643,0
T004221,C0038,2026-03-27,17:26,PetSmart,213.86,Miami FL,Credit Card,273,0
T004222,C0009,2026-01-17,13:55,Publix,72.37,Savannah GA,Debit Card,1865,0
T004223,C0008,2026-02-02,22:01,PetSmart,170.97,Atlanta GA,Debit Card,1804,0
T004224,C0041,2026-01-17,20:40,Amazon,22.39,Atlanta GA,Debit Card,1921,0
T004225,C0039,2026-02-26,11:51,Amazon,110.52,Marietta GA,Credit Card,1842,0
